Country,City,AQI Category,CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value,SO2,Continent
Mexico,Saucillo,Moderate,1,31,0,77,0,North America
Germany,Schwanewede,Good,0,30,1,31,1,Europe
United States of America,Scotts Valley,Moderate,1,29,9,54,4,North America
Nigeria,Shagamu,Unhealthy,12,14,14,217,6,Africa
United Arab Emirates,Sharjah,Unhealthy,1,169,3,156,10,Asia
Japan,Shinshiro,Good,1,47,1,22,5,Asia
United States of America,Shirley,Good,1,30,9,42,1,North America
United States of America,Shirley,Good,1,30,9,42,2,North America
Madagascar,Soanierana Ivongo,Good,0,24,0,11,0,Africa
Japan,Abiko,Good,1,39,2,39,14,Asia
United Kingdom of Great Britain and Northern Ireland,Accrington,Moderate,0,31,1,61,1,Europe
Ghana,Aflao,Moderate,1,23,0,77,2,Africa
Italy,Afragola,Good,1,42,3,21,2,Europe
India,Ajaigarh,Unhealthy,1,45,0,165,9,Asia
Italy,Albignasego,Good,1,30,4,47,2,Europe
Spain,Ames,Good,0,27,1,25,0,Europe
Philippines,Angat,Moderate,1,23,1,73,12,Asia
France,Anglet,Good,0,40,0,24,0,Europe
United States of America,Anniston,Good,1,31,3,42,1,North America
China,Anqing,Unhealthy,5,201,4,154,23,Asia
France,Arcueil,Moderate,1,18,6,55,1,Europe
Mexico,Sombrerete,Good,1,16,2,29,2,North America
Brazil,Sousa,Good,0,17,0,30,0,South America
United States of America,South Laurel,Moderate,1,32,5,54,1,North America
United States of America,South Portland,Good,1,49,2,38,0,North America
Switzerland,Spreitenbach,Good,1,23,2,35,1,Europe
Russian Federation,Strezhevoy,Good,1,30,0,21,0,Europe
Peru,Chilca,Moderate,2,16,5,92,0,South America
India,Chincholi,Unhealthy,0,30,0,120,1,Asia
United States of America,Clawson,Good,1,30,7,50,2,North America
United States of America,Cleburne,Good,1,23,3,50,1,North America
United States of America,Cleveland Heights,Good,1,32,8,42,3,North America
Poland,Sztum,Good,1,34,1,41,1,Europe
Ghana,Tamale,Moderate,1,17,0,56,0,Africa
Philippines,Tandag,Good,1,19,0,38,1,Asia
Morocco,Tangier,Good,1,38,2,26,2,Africa
Brazil,Taquaritinga,Good,1,5,2,35,1,South America
France,Tarascon,Good,1,32,3,45,1,Europe
Ghana,Tarkwa,Good,0,17,0,43,0,Africa
Russian Federation,Tatarsk,Good,1,37,0,27,4,Europe
Japan,Tatebayashi,Moderate,1,57,2,61,5,Asia
Italy,Trepuzzi,Good,1,45,1,32,2,Europe
United States of America,Tucker,Moderate,3,12,26,88,3,North America
United Republic of Tanzania,Tunduru,Good,0,18,0,17,0,Africa
Russian Federation,Ufa,Good,1,40,0,36,1,Europe
India,Unjha,Unhealthy,1,29,0,165,0,Asia
India,Usilampatti,Good,1,29,0,43,4,Asia
Russian Federation,Usman,Good,1,36,0,34,1,Europe
Russian Federation,Ussuriysk,Moderate,2,35,1,56,1,Europe
Japan,Uwajima,Good,0,33,0,13,2,Asia
Serbia,Valjevo,Moderate,1,41,0,61,5,Europe
Italy,Veroli,Moderate,1,36,2,57,1,Europe
France,Vienne,Moderate,1,29,2,56,1,Europe
France,Versailles,Moderate,2,27,6,70,1,Europe
France,Versailles,Moderate,2,27,6,70,3,Europe
United States of America,Acton,Good,1,29,4,25,1,North America
United States of America,Acton,Good,1,29,4,25,2,North America
India,Ajmer,Unhealthy,1,36,0,176,1,Asia
Cameroon,Akonolinga,Moderate,2,23,0,66,0,Africa
Italy,Alberobello,Good,1,49,2,25,1,Europe
Spain,Alginet,Good,1,25,1,24,1,Europe
India,Amroha,Unhealthy,3,176,1,154,5,Asia
Madagascar,Anjozorobe,Good,0,22,0,17,0,Africa
United States of America,Ann Arbor,Good,1,31,7,48,2,North America
France,Annemasse,Moderate,1,29,1,67,1,Europe
China,Anshun,Moderate,4,41,4,71,4,Asia
United States of America,Ansonia,Moderate,2,15,20,55,4,North America
Madagascar,Antanifotsy,Good,0,21,0,23,0,Africa
Madagascar,Antanifotsy,Good,0,21,0,23,0,Africa
France,Apt,Moderate,1,39,3,57,1,Europe
Brazil,Apucarana,Moderate,1,13,1,51,1,South America
Brazil,Ariquemes,Good,2,1,2,42,0,South America
Russian Federation,Arkhangelsk,Good,1,28,1,14,1,Europe
United States of America,Arlington,Moderate,1,19,5,64,2,North America
United States of America,Arlington,Moderate,1,19,5,64,1,North America
United States of America,Arlington,Moderate,1,19,5,64,1,North America
United States of America,Arlington,Moderate,1,19,5,64,16,North America
United States of America,Arlington,Moderate,1,19,5,64,2,North America
Italy,Aversa,Good,2,35,6,35,2,Europe
Paraguay,Ayolas,Good,1,12,0,14,1,South America
Germany,Bad Krozingen,Moderate,2,20,6,76,0,Europe
Italy,Bagnara Calabra,Moderate,1,39,2,67,1,Europe
Netherlands,Terneuzen,Good,1,32,3,38,2,Europe
India,Tezpur,Moderate,2,28,1,51,3,Asia
China,Tieling,Unhealthy,3,136,3,104,2,Asia
India,Tirur,Moderate,0,24,0,71,2,Asia
Philippines,Tiwi,Moderate,1,23,0,62,1,Asia
Japan,Tochigi,Good,1,41,2,34,4,Asia
Japan,Tomigusuku,Unhealthy,2,119,0,76,0,Asia
Turkey,Tosya,Good,1,40,0,10,1,Asia
Indonesia,Tual,Good,0,18,0,15,0,Asia
Romania,Tulcea,Good,1,40,0,32,1,Europe
India,Umreth,Unhealthy,1,37,0,154,13,Asia
India,Umreth,Unhealthy,1,37,0,154,4,Asia
Brazil,Una,Good,0,14,0,18,0,South America
Brazil,Una,Good,0,14,0,18,1,South America
Brazil,Uruburetama,Good,0,17,1,40,1,South America
Russian Federation,Urzhum,Good,1,33,0,28,2,Europe
Netherlands,Veghel,Good,0,31,2,37,1,Europe
Ecuador,Velasco Ibarra,Moderate,2,9,6,66,3,South America
France,Vertou,Good,1,26,2,32,1,Europe
United States of America,Sunrise,Moderate,2,12,13,80,1,North America
United States of America,Sussex,Moderate,2,24,15,56,2,North America
Russian Federation,Suzdal,Good,1,24,7,43,8,Europe
United Kingdom of Great Britain and Northern Ireland,Swadlincote,Good,0,30,3,48,1,Europe
Australia,Sydney,Good,0,15,14,42,1,Oceania
Pakistan,Tank,Unhealthy,2,83,0,170,6,Asia
Italia,Taranto,Good,1,47,3,46,1,Europe
Uzbekistan,Tashkent,Moderate,1,71,3,86,1,Asia
Argentina,Villa Carlos Paz,Moderate,1,7,11,60,1,South America
South Africa,Vryburg,Unhealthy,4,22,2,103,7,Africa
Myanmar,Wakema,Moderate,0,22,0,56,0,Asia
Thailand,Wang Saphung,Good,0,23,0,43,1,Asia
United States of America,Ware,Good,1,28,4,25,1,North America
United States of America,Ware,Good,1,28,4,25,2,North America
Germany,Wassenberg,Good,1,26,3,40,1,Europe
United States of America,Weslaco,Unhealthy,3,15,7,148,1,North America
United States of America,West Haven,Moderate,2,16,19,54,5,North America
United States of America,West Haven,Moderate,2,16,19,54,5,North America
United States of America,West Linn,Good,1,20,11,50,5,North America
Germany,Westerstede,Good,0,36,0,34,1,Europe
United Kingdom of Great Britain and Northern Ireland,Whitehaven,Good,1,29,2,26,1,Europe
United Kingdom of Great Britain and Northern Ireland,Wigan,Good,1,30,3,33,2,Europe
South Africa,Witbank,Unhealthy,3,11,14,156,2,Africa
Germany,Wittingen,Good,0,34,1,36,2,Europe
Belgium,Wommelgem,Good,1,29,3,40,2,Europe
United States of America,Worth,Moderate,2,31,12,57,2,North America
United States of America,Worth,Moderate,2,31,12,57,1,North America
Thailand,Yang Talat,Good,0,29,0,46,1,Asia
Japan,Yonago,Good,1,44,0,34,3,Asia
Bosnia and Herzegovina,Zenica,Good,1,31,0,50,5,Europe
Romania,Zimnicea,Moderate,1,35,2,51,1,Europe
United States of America,Powder Springs,Moderate,3,11,29,82,2,North America
Malta,Qormi,Moderate,1,49,1,55,4,Europe
United States of America,Radford,Moderate,3,2,13,72,1,North America
France,Limay,Moderate,1,28,4,63,13,Europe
France,Limay,Moderate,1,28,4,63,1,Europe
United Kingdom of Great Britain and Northern Ireland,Linlithgow,Good,1,27,2,18,1,Europe
Canada,Lloydminster,Good,1,33,1,38,3,North America
Canada,Lloydminster,Good,1,33,1,38,3,North America
Netherlands,Lochem,Good,1,20,7,46,1,Europe
Thailand,Lop Buri,Good,1,28,0,47,4,Asia
United Kingdom of Great Britain and Northern Ireland,Loughborough,Good,1,36,3,16,1,Europe
China,Luzhou,Unhealthy,2,44,6,155,4,Asia
China,Luzhou,Unhealthy,2,44,6,155,7,Asia
Venezuela (Bolivarian Republic of),Machiques,Unhealthy,2,14,4,150,1,South America
Russian Federation,Malgobek,Moderate,1,46,0,68,1,Europe
Kenya,Malindi,Good,0,25,0,47,0,Africa
Italy,Malo,Moderate,1,36,2,63,1,Europe
United States of America,Mandeville,Good,2,40,6,43,1,North America
United States of America,Mandeville,Good,2,40,6,43,2,North America
Malawi,Mangochi,Moderate,2,25,0,70,1,Africa
China,Manzhouli,Good,1,38,0,38,0,Asia
Philippines,Maragondon,Good,1,27,1,30,5,Asia
United States of America,Marana,Moderate,1,16,8,69,1,North America
Brazil,Marco,Good,0,13,1,25,1,South America
United States of America,Shiloh,Moderate,2,33,10,53,2,North America
United States of America,Shiloh,Moderate,2,33,10,53,3,North America
United States of America,Shiloh,Moderate,2,33,10,53,7,North America
Peru,Sicuani,Good,0,9,1,12,0,South America
Brazil,Silvania,Moderate,1,3,4,61,0,South America
Indonesia,Singaraja,Good,1,30,0,48,2,Asia
Portugal,Sintra,Good,1,31,5,25,2,Europe
Turkey,Siverek,Moderate,1,44,0,57,1,Asia
United Kingdom of Great Britain and Northern Ireland,Skelmersdale,Good,1,35,3,19,2,Europe
Netherlands,Sliedrecht,Good,1,31,5,39,2,Europe
Germany,Ravensburg,Moderate,1,33,3,54,1,Europe
Ukraine,Rivne,Good,1,32,1,35,1,Europe
United States of America,Rockledge,Moderate,1,23,8,60,0,North America
United States of America,Goldsboro,Good,1,47,1,39,2,North America
Mauritius,Grand Baie,Moderate,1,27,0,61,1,Africa
United States of America,Green River,Good,1,21,2,24,1,North America
Ireland,Greystones,Good,1,41,0,31,1,Europe
United States of America,Grosse Pointe Park,Moderate,1,35,1,57,1,North America
Italy,Grumo Nevano,Moderate,1,72,0,57,3,Europe
Romania,Gura Humorului,Moderate,1,42,0,56,1,Europe
India,Gurgaon,Unhealthy,7,46,20,191,7,Asia
Armenia,Gyumri,Moderate,1,39,0,75,0,Asia
United States of America,Hasbrouck Heights,Moderate,1,40,4,53,6,North America
United States of America,Hattiesburg,Good,1,46,1,48,2,North America
United States of America,Hilton Head Island,Moderate,2,97,2,41,2,North America
United States of America,Hingham,Good,1,37,2,42,1,North America
Japan,Hirado,Good,1,50,2,50,5,Asia
Denmark,Holstebro,Good,1,44,0,14,0,Europe
Czechia,Hranice,Moderate,1,45,0,72,2,Europe
Belgium,Ieper,Good,1,37,1,38,2,Europe
Nigeria,Igboho,Moderate,1,37,0,66,1,Africa
Japan,Ishioka,Moderate,1,25,9,62,3,Asia
France,Istres,Good,1,48,2,38,2,Europe
Brazil,Itupeva,Good,0,25,0,26,5,South America
United Republic of Tanzania,Kakonko,Good,1,25,0,31,1,Africa
Russian Federation,Kalachinsk,Good,1,28,1,24,4,Europe
Democratic Republic of the Congo,Kalemie,Moderate,2,29,1,93,1,Africa
India,Kalinagar,Unhealthy,3,25,6,150,1,Asia
India,Kalinagar,Unhealthy,3,25,6,150,1,Asia
Democratic Republic of the Congo,Kamina,Moderate,2,43,1,86,1,Africa
United States of America,Kansas City,Moderate,1,46,2,54,1,North America
United States of America,Kansas City,Moderate,1,46,2,54,1,North America
Poland,Karczew,Good,1,41,1,32,2,Europe
Russian Federation,Kasumkent,Moderate,1,32,0,67,1,Europe
Uganda,Kayunga,Unhealthy,3,14,1,113,0,Africa
Austria,Telfs,Moderate,1,47,0,51,0,Europe
Russian Federation,Terek,Good,1,41,2,34,1,Europe
Thailand,Thoen,Good,1,9,1,39,0,Asia
Italy,Tolmezzo,Moderate,1,40,0,68,0,Europe
India,Tonk,Unhealthy,3,36,7,191,5,Asia
Mexico,Trancoso,Good,0,28,0,31,1,North America
Philippines,Tuba,Moderate,1,25,5,55,0,Asia
United Republic of Tanzania,Tunduma,Good,0,22,0,19,1,Africa
South Africa,Tzaneen,Moderate,1,26,1,55,1,Africa
France,Valenciennes,Moderate,1,41,1,54,2,Europe
Ukraine,Valky,Good,1,44,0,29,0,Europe
Italy,Vasto,Moderate,1,52,0,69,1,Europe
Italy,Vercelli,Moderate,1,71,0,82,3,Europe
France,Verdun,Moderate,1,50,0,69,1,Europe
Italy,Solofra,Moderate,1,68,0,54,2,Europe
United Republic of Tanzania,Songea,Good,0,20,0,21,1,Africa
India,Soron,Unhealthy,5,10,43,165,5,Asia
United States of America,South El Monte,Unhealthy,3,21,24,109,1,North America
Netherlands,Spijkenisse,Good,1,37,1,30,3,Europe
Italy,Spilamberto,Moderate,1,59,0,59,1,Europe
United States of America,Stony Brook,Moderate,1,48,4,57,4,North America
Philippines,Taal,Moderate,1,21,6,75,8,Asia
Italy,Vigonza,Moderate,1,63,0,87,1,Europe
India,Vite,Unhealthy,2,23,4,108,4,Asia
Poland,Warsaw,Good,1,40,1,29,1,Europe
Poland,Warsaw,Good,1,40,1,29,1,Europe
Democratic Republic of the Congo,Kampene,Moderate,1,18,0,85,0,Africa
Russian Federation,Karabanovo,Moderate,2,18,15,70,43,Europe
Germany,Kassel,Moderate,1,38,1,51,3,Europe
Japan,Kasugai,Good,1,49,2,45,5,Asia
Japan,Kasukabe,Good,1,36,3,21,21,Asia
Germany,Kelsterbach,Moderate,1,36,3,69,2,Europe
United Kingdom of Great Britain and Northern Ireland,Kidderminster,Moderate,1,14,8,51,1,Europe
Japan,Kikuchi,Good,1,36,1,19,36,Asia
Russian Federation,Klin,Moderate,1,25,2,60,2,Europe
Germany,Koblenz,Moderate,1,30,5,66,2,Europe
India,Kovilpatti,Moderate,0,27,0,56,4,Asia
India,Kovilpatti,Moderate,0,27,0,56,2,Asia
Poland,Krnov,Moderate,1,35,2,95,2,Europe
Cameroon,Kumba,Unhealthy,3,18,1,107,0,Africa
Germany,Laatzen,Good,0,35,1,28,3,Europe
United States of America,Doraville,Unhealthy,3,2,29,101,2,North America
Poland,Drezdenko,Good,0,32,1,28,1,Europe
United States of America,East Cleveland,Good,1,32,8,42,3,North America
United States of America,East Highland Park,Moderate,1,38,3,69,5,North America
United Kingdom of Great Britain and Northern Ireland,Eastleigh,Good,0,29,2,37,2,Europe
Netherlands,Echt,Good,1,33,2,35,2,Europe
Switzerland,Einsiedeln,Good,0,28,1,28,2,Europe
Germany,Eitorf,Good,1,34,2,28,3,Europe
India,Damoh,Unhealthy,1,42,0,155,3,Asia
United States of America,Darby,Moderate,1,45,4,60,3,North America
Malawi,Dedza,Good,0,22,0,29,1,Africa
Thailand,Den Chai,Good,0,22,0,25,1,Asia
India,Dhaka,Unhealthy,3,158,1,235,6,Asia
Republic of Moldova,Dnestrovsc,Good,1,40,0,45,1,Europe
Mexico,Acatzingo,Unhealthy,2,11,8,125,4,North America
Italy,Aci Castello,Moderate,1,38,1,64,1,Europe
India,Agar,Unhealthy,1,37,0,157,3,Asia
Germany,Ahlen,Good,0,28,1,26,3,Europe
France,Ajaccio,Good,1,44,2,30,1,Europe
Italy,Alassio,Moderate,1,35,3,56,1,Europe
South Africa,Alberton,Unhealthy,41,9,25,205,105,Africa
Portugal,Albufeira,Good,0,35,2,19,2,Europe
United States of America,Alexander City,Moderate,1,27,3,79,0,North America
France,Alfortville,Good,1,28,2,31,2,Europe
Philippines,Amadeo,Good,0,26,0,40,5,Asia
Indonesia,Amahai,Good,0,16,0,7,0,Asia
Turkey,Amasya,Good,1,40,0,13,0,Asia
Madagascar,Ambositra,Good,0,20,0,10,0,Africa
Austria,Amstetten,Good,1,33,1,50,1,Europe
United States of America,Anderson,Moderate,2,31,8,65,1,North America
United States of America,Anderson,Moderate,2,31,8,65,1,North America
United States of America,Anderson,Moderate,2,31,8,65,3,North America
Russian Federation,Aramil,Good,1,38,1,23,0,Europe
France,Arcachon,Good,1,31,1,50,1,Europe
Malawi,Balaka,Good,1,22,0,41,1,Africa
United States of America,Baldwin Park,Unhealthy,4,7,34,124,12,North America
Turkmenistan,Balkanabat,Unhealthy,1,49,0,140,2,Asia
United States of America,Baltimore,Good,1,30,8,36,4,North America
Brazil,Barra Bonita,Good,1,10,2,48,8,South America
United States of America,Barrington,Moderate,2,22,19,61,2,North America
United States of America,Barrington,Moderate,2,22,19,61,2,North America
United States of America,Barrington,Moderate,2,22,19,61,2,North America
Togo,Bassar,Good,2,12,0,48,0,Africa
Belgium,Bastogne,Moderate,1,24,4,51,2,Europe
United States of America,Baton Rouge,Moderate,1,10,9,58,0,North America
Romania,Beclean,Moderate,1,40,0,68,1,Europe
Germany,Bedburg,Good,1,24,4,44,2,Europe
Germany,Bedburg,Good,1,24,4,44,1,Europe
Italy,Belluno,Unhealthy,1,32,2,100,1,Europe
Russian Federation,Belogorsk,Good,1,34,0,21,1,Europe
United States of America,Beloit,Moderate,2,28,8,55,1,North America
Germany,Bergisch Gladbach,Good,1,24,4,47,2,Europe
United Kingdom of Great Britain and Northern Ireland,Bishopbriggs,Good,1,11,9,37,1,Europe
United States of America,Blythe,Good,1,29,4,40,1,North America
Germany,Bochum,Good,1,30,2,46,3,Europe
United States of America,Bonita Springs,Good,1,24,4,45,0,North America
Italy,Borgaro Torinese,Moderate,1,40,2,85,1,Europe
United States of America,Bozeman,Good,1,25,3,18,0,North America
Poland,Braniewo,Good,0,33,0,33,0,Europe
France,Brunoy,Moderate,1,20,6,56,1,Europe
United States of America,Bucyrus,Good,1,43,3,25,1,North America
Poland,Bydgoszcz,Good,0,34,0,35,1,Europe
United States of America,Calhoun,Moderate,2,16,19,68,3,North America
Viet Nam,Cam Ranh,Moderate,1,30,0,62,3,Asia
Viet Nam,Cam Ranh,Moderate,1,30,0,62,3,Asia
Spain,Canals,Good,1,26,1,23,2,Europe
Brazil,Canhotinho,Good,0,14,2,35,1,South America
Italy,Capannori,Good,1,38,2,19,1,Europe
United States of America,Carbondale,Moderate,1,28,6,84,5,North America
United States of America,Carbondale,Moderate,1,28,6,84,1,North America
Italy,Carmignano,Moderate,1,36,5,94,1,Europe
France,Carpentras,Moderate,1,36,2,58,1,Europe
Italy,Castelbuono,Moderate,1,28,2,54,1,Europe
Italy,Cento,Unhealthy,2,30,8,101,1,Europe
India,Chandla,Unhealthy,1,47,0,208,9,Asia
China,Chaozhou,Unhealthy,3,117,3,101,23,Asia
China,Chaozhou,Unhealthy,3,117,3,101,24,Asia
Russian Federation,Chekmagush,Good,1,34,0,39,1,Europe
Mexico,Chiconcuac,Unhealthy,3,13,16,269,4,North America
Thailand,Chum Phae,Good,0,25,0,43,1,Asia
United States of America,Cockeysville,Good,1,29,9,38,3,North America
Brazil,Conchas,Good,1,11,2,44,1,South America
United States of America,Coral Springs,Unhealthy,4,4,18,146,2,North America
United Kingdom of Great Britain and Northern Ireland,Corby,Good,0,30,3,50,1,Europe
Brazil,Coronel Vivida,Good,1,17,0,14,1,South America
Mozambique,Cuamba,Good,0,20,0,16,1,Africa
Senegal,Dagana,Unhealthy,1,22,1,211,1,Africa
Italy,Budrio,Good,1,40,2,34,1,Europe
Democratic Republic of the Congo,Buta,Moderate,2,6,0,64,0,Africa
United States of America,Camp Springs,Moderate,1,32,5,52,3,North America
Mexico,Cananea,Good,1,21,1,47,0,North America
Brazil,Carlos Barbosa,Good,0,18,1,15,1,South America
Italy,Carpenedolo,Moderate,1,35,4,75,1,Europe
Italy,Castiglion Fiorentino,Good,1,36,3,45,1,Europe
France,Caudry,Good,1,25,2,36,1,Europe
United States of America,Centennial,Moderate,2,10,14,73,1,North America
India,Chandrakona,Unhealthy,1,81,1,186,7,Asia
Pakistan,Charsadda,Unhealthy,2,100,1,90,2,Asia
Canada,Chilliwack,Good,1,18,8,45,1,North America
Indonesia,Cianjur,Moderate,2,78,1,96,17,Asia
Indonesia,Cibinong,Unhealthy,4,173,3,150,9,Asia
United Kingdom of Great Britain and Northern Ireland,Clevedon,Good,1,15,7,50,1,Europe
Spain,Consuegra,Good,1,27,2,31,2,Europe
Italy,Cossato,Moderate,2,20,6,69,1,Europe
Colombia,Cumaral,Moderate,2,1,5,66,0,South America
Mauritius,Curepipe,Good,0,29,0,28,0,Africa
United States of America,Dale City,Moderate,1,31,4,53,2,North America
Gabon,Bitam,Good,1,22,0,45,0,Africa
Republic of North Macedonia,Bitola,Moderate,1,40,2,66,1,Europe
Nicaragua,Bluefields,Good,1,22,0,21,0,North America
Philippines,Bongabon,Moderate,1,29,0,75,4,Asia
Brazil,Boquim,Good,0,16,1,23,1,South America
Ukraine,Borshchiv,Moderate,1,34,1,78,1,Europe
Germany,Brake,Good,0,31,1,31,1,Europe
Germany,Beckingen,Good,0,28,2,21,1,Europe
Italy,Belmonte Mezzagno,Moderate,1,43,2,55,2,Europe
Nepal,Bhaktapur,Unhealthy,2,61,0,125,2,Asia
Italy,Biassono,Moderate,1,36,3,61,2,Europe
Ethiopia,Bichena,Unhealthy,2,22,1,148,1,Africa
Hungary,Bicske,Moderate,1,35,3,66,2,Europe
United States of America,Coachella,Moderate,1,35,3,51,2,North America
India,Puri,Unhealthy,2,54,0,139,5,Asia
India,Puri,Unhealthy,2,54,0,139,0,Asia
Netherlands,Purmerend,Good,1,28,4,37,3,Europe
China,Qinhuangdao,Moderate,3,69,5,87,4,Asia
China,Quanzhou,Moderate,2,64,5,95,2,Asia
El Salvador,Quezaltepeque,Unhealthy,4,6,11,132,2,North America
El Salvador,Quezaltepeque,Unhealthy,4,6,11,132,2,North America
Bulgaria,Radomir,Moderate,1,42,0,59,3,Europe
Israel,Ramla,Moderate,2,55,5,86,2,Asia
Italy,Randazzo,Good,1,41,0,39,1,Europe
United Kingdom of Great Britain and Northern Ireland,Reading,Good,0,27,2,32,1,Europe
United Kingdom of Great Britain and Northern Ireland,Reading,Good,0,27,2,32,1,Europe
United Kingdom of Great Britain and Northern Ireland,Reading,Good,0,27,2,32,2,Europe
United Kingdom of Great Britain and Northern Ireland,Reading,Good,0,27,2,32,1,Europe
Germany,Recke,Good,1,34,2,25,1,Europe
Brazil,Reserva,Good,0,18,0,13,2,South America
Russian Federation,Revda,Good,1,30,0,25,0,Europe
